Pincode,City Name,State,Top City,Delivery Fees ,Delivery Fees > 500 Rs ,Delivery Fees > 1000 Rs ,Order and packing fees ,Delivery Time,Servicable ,Prescriptions,Cart Orders ,Whatsapp Tap,COD,Online
822133,Garhwa,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
822120,Garhwa,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
822121,Garhwa,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
822124,Garhwa,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
822134,Garhwa,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
822125,Garhwa,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
822128,Garhwa,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
493996,Gariyaband,Chhattisgarh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
493890,Gariyaband,Chhattisgarh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
493889,Gariyaband,Chhattisgarh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
493891,Gariyaband,Chhattisgarh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
493888,Gariyaband,Chhattisgarh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
493992,Gariyaband,Chhattisgarh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
493887,Gariyaband,Chhattisgarh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
495118,Gaurella Pendra Marwahi,Chhattisgarh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
495117,Gaurella Pendra Marwahi,Chhattisgarh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
495119,Gaurella Pendra Marwahi,Chhattisgarh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824219,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824116,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824217,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824201,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824236,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
804435,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
805131,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824207,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824211,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824210,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
805128,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824221,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824220,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824205,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824206,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
823311,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824231,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
823003,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
804404,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824237,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
823004,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824232,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
823002,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824118,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824233,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824234,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824235,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
824209,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
823001,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
823005,Gaya,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201001,Ghaziabad,Uttar Pradesh,Yes,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201002,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201102,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201003,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201010,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201206,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201201,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201204,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201103,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201005,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201011,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201018,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201016,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201006,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201013,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201017,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201012,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201004,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201014,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201020,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201007,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201019,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
201021,Ghaziabad,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233304,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
275205,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
232332,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
232333,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233228,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
232331,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
232329,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233305,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
232330,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233221,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
275201,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233229,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233231,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233307,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233300,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233306,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
232336,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
232326,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
275202,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233222,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
232340,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
232327,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233232,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
275203,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
232339,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233224,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233225,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233233,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233310,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233226,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233227,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233301,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233302,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233303,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233311,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233002,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233223,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
232328,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233230,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
275204,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233001,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
233234,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
232325,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
232341,Ghazipur,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
362140,Gir Somnath,Gujarat,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
362255,Gir Somnath,Gujarat,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
362150,Gir Somnath,Gujarat,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
362275,Gir Somnath,Gujarat,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
362135,Gir Somnath,Gujarat,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
362560,Gir Somnath,Gujarat,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
362265,Gir Somnath,Gujarat,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
362268,Gir Somnath,Gujarat,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
362510,Gir Somnath,Gujarat,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
362565,Gir Somnath,Gujarat,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
362710,Gir Somnath,Gujarat,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
362530,Gir Somnath,Gujarat,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
362720,Gir Somnath,Gujarat,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
362550,Gir Somnath,Gujarat,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
362715,Gir Somnath,Gujarat,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
825322,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
815312,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
825106,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
815302,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
815318,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
815314,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
815313,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
825167,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
815311,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
815315,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
815317,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
815316,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
825324,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
825108,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
825412,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
825320,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
815301,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
825329,Giridih,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
783124,Goalpara,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
783120,Goalpara,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
783123,Goalpara,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
783134,Goalpara,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
783122,Goalpara,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
783101,Goalpara,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
783132,Goalpara,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
783126,Goalpara,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
783129,Goalpara,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
783125,Goalpara,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
783130,Goalpara,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
783133,Goalpara,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
814165,Godda,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
814154,Godda,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
814160,Godda,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
814147,Godda,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
814153,Godda,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
814156,Godda,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
814133,Godda,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
814155,Godda,Jharkhand,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785611,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785602,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785702,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785612,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785618,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785614,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785622,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785625,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785619,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785613,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785705,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785615,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785603,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785601,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785609,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785626,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785610,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785699,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
785621,Golaghat,Assam,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
799105,Gomati,Tripura,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
799013,Gomati,Tripura,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
799113,Gomati,Tripura,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
799101,Gomati,Tripura,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
799114,Gomati,Tripura,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
799125,Gomati,Tripura,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
799104,Gomati,Tripura,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
799120,Gomati,Tripura,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271603,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271602,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271202,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271209,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271204,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271312,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271503,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271122,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271123,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271302,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271305,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271301,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271126,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271313,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271125,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271310,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271311,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271002,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271402,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271401,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271601,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271003,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271129,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271502,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271309,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271303,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271504,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271319,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271403,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271124,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271307,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271001,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271308,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
271304,Gonda,Uttar Pradesh,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
441614,Gondia,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
441801,Gondia,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
441702,Gondia,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
441807,Gondia,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
441806,Gondia,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
441911,Gondia,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
441916,Gondia,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
441902,Gondia,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
441701,Gondia,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
441901,Gondia,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
441601,Gondia,Maharashtra,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
841420,Gopalganj,Bihar,No,49,24,0,9,6-7 days,Yes,8920924624,8920924624,8920924624,No,Yes
